"ID","Name","Description","Type","Parent Customer ID","Bill to Parent","Status","Website","Billing Batch","Payment Terms","Currency","Billing Cycle Day","Auto-Pay","Allow Customer to Disable Auto-Pay","Tax Exempt","Account Balance","Price Book ID","Gateway Name","Gateway Account Name","Payment Gateway ID","Billing Contact ID","Shipping Contact ID","ACH Credit Account Number","ACH Credit Routing Number","ACH Credit Bank Name","ACH Credit Swift Code","ACH Payment Enabled","Canadian Pre-Authorized Payment Enabled","ACH Credit Payment Enabled","Credit Card Payment Enabled","Affirm Payment Enabled","Payment Processing Fee Enabled","Portal Status","Last Invoice Date","Contracted MRR","Discounted CMRR","Contracted ARR","Discounted CARR","Print Enabled","Email Enabled","Integration Status","Integration Failed At","Integration Failed At Avalara","Integration Failed At Quickbooks","Created By","Updated By","Created Date","Updated Date","Implementation Budgeted Hours","Project Lead","Project Type","Target Project End Date","Implementation Hours Consumed to Date","Premium Support","Premium Support Hours","CSM","Use Case Notes","Data Cleanup Date","Implementation - Summary","Target Go Live Date","Actual Go Live Date","GL","Last Connect Date","Client Sentiment","Product Issues","Implementation - Lead","Implementation - Kickoff Date","Implementation - Running Notes","Customer Sentiment","Planned Integrations","Target Implementation End Date","Other Risk","PO Number","Date of non-renewal","Sales Rep","quickbooks_id","Renewal Notes","Customer Success - Notes","Implementation - T&M Start Date","Challenges and Opportunities","Stickiness Factor","salesforce_id","Database Location","avalara_entity_use_code","avalara_customer_code","business_identification_num","netsuite_id","Tier","Term Notes","Amount Remaining in Tier","Invoice Usage","Implementation - Project Health","Database ID","Tier Maximum Invoicing Value","Graduation Line Nearing?","Client Status"
"C-00117","BenchPrep","-","business","","","Active","","Default","Net 60","USD","15th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00270","CT-00270","","","","","Yes","No","No","No","No","No","","2025-01-14","4400.00","4400.00","52800.00","52800.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2022-03-30 18:23:33 UTC","2025-07-30 16:14:23 UTC","0","Nick","Hypercare Project","2025-05-15","105","No","0","","","","","","2024-01-31","QBO","2023-12-07","1 Green","","Nicholas Caligaris","2022-06-15","As of this week, Laura and I have created nearly all subscriptions.  At the moment, Laura is validating data and will provide me her DR 9/30 balances to perform the finance validaiton and DR waterfall.<br />
<br />
Our goal is to have all data in and validated by November 3rd.<br />
<br />
The rest of November, we will test and connect QBO, generate draft invoices to validate figures and the template, go through process testing and training, and by 12/1 have said invoices out the door and Laura trained and prepared to close her books with Ordway and be set-up for sucess in 2024 and beyond. <br />
-------------------------------------------------------------------------------------<br />
12/19: Client went live.<br />
-------------------------------------------------------------------------------------<br />
3/15: Wrapping up with February close.  Should be 100% ready to transition to CS/Support.  Laura is very diligent and careful with the system so data integrity issues should be little to none going forward.<br />
-------------------------------------------------------------------------------------<br />
4/12: I'm helping with a tricky contract change that involves combining two existing into one.  We are almost finished and will allow us to close March books.  From there, she has a few more open items for me to help with.<br />
-------------------------------------------------------------------------------------<br />
<br />
5/17: Been helping create reports for BenchPrep's audit.  She might come back with some more question/issues, but so far, I can handle this.  Due to the complexity of this customer, a ""full"" handoff to CS might not make sense since I understand what is going on and can perform the task quicker.  However, hopefully that can fall away more and more as she becomes a normal Support/CS client.","Satisfied","Quickbooks","2024-02-01","","","","Renewal","441","","","2022-10-24","","","","","","C-00117","","","","","0.00","0.00","Green","","0.00","","Live - Support"
"C-00118","Sales Boomerang","Formerly Sales Boomerang","business","","","Active","","Default","Net 30","USD","15th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00271","CT-00271","","","","","Yes","No","No","No","No","No","","2025-04-15","4400.00","4400.00","52800.00","52800.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2022-03-30 18:27:13 UTC","2025-07-30 16:14:24 UTC","0","","None","","0","No","0","","","","","","","QBO","","1 Green","","Vijay Venkatesh","2022-07-07","Client is live and in the process of adding a second entity. They have a very large volume to process on the 1st of the month and we have been working with them to make this as smooth as possible.
- Delay in the completion of API functionality on SB side.","Satisfied","","2022-10-01","","","","Renewal","442","","","2022-08-23","Occasional questions on 1st of month billing","","","","","C-00118","","","","","0.00","0.00","Green","","0.00","","Live - Support"
"C-00119","Numeracle","-","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","10050.00","","Stripe","Stripe","cus_NxEpUQdf2SHLaG","CT-00281","CT-00281","","","","","Yes","No","No","No","No","No","","2025-08-02","4525.00","4525.00","54300.00","54300.00","Yes","Yes","failed","2025-07-31 11:40:26 UTC","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2022-04-22 15:52:17 UTC","2025-07-30 16:14:24 UTC","0","","None","","0","No","0","","","","","","","QBO","","1 Green","PRODUCT

Evergreen contract - revenue after a year does not show up for usage. Waiting for examples from them","Max Mondelo","2022-06-01","Client is satisfied with Ordway and is accepting of its OOTB processes. They are a perfect fit given their maturity in the billing area.
Salesforce Plan Picker does not allow changing the default unit price for Usages charges beyond 3 decimal points (ie: $0.005)","Satisfied","","2022-08-31","","","","Renewal","448","","","2022-09-01","","","","","","C-00119","","","","","0.00","0.00","Green","","0.00","","Live - Support"
"C-00120","Artemis Health/ Nomi Health","","business","","","Active","","Default","Net 10","USD","27th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00285","CT-00285","","","","","Yes","No","No","No","No","No","","2024-08-28","5500.00","5500.00","66000.00","66000.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2022-05-14 20:05:23 UTC","2025-07-30 16:14:25 UTC","0","","None","","0","No","0","","","","","","","Intacct","2023-12-07","1 Green","","Vijay Venkatesh","2022-07-27","Project is on track for initial go live 10/1.
CARR reporting not exactly working as client expects, we have an issue with MRR report working off the contract effective date which is ok until the change happens which moves contract effective to service start and throws off desired reporting.","Satisfied","","2022-09-30","","","","Renewal","450","","","","","","","","","C-00120","","","","","20000000.00","0.00","Green","","20000000.00","","Live - Support"
"C-00121","Bushel Inc.","","business","","","Active","","Default","Net 30","USD","11th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00288","CT-00288","","","","","Yes","No","No","No","No","No","","2022-11-11","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2022-05-25 14:12:45 UTC","2025-07-30 16:14:25 UTC","0","","","","0","No","0","","","","","","","","","","","","2022-08-11","","","","","","","","Renewal","452","","","","","","","","","C-00121","","","","","0.00","0.00","Green","","0.00","","Churned before go live"
"C-00122","Encoda","-","business","","","Active","","Default","Net 10","USD","15th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00289","CT-00289","","","","","Yes","No","No","No","No","No","","2024-09-15","3300.00","3300.00","39600.00","39600.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2022-05-31 20:44:43 UTC","2025-07-30 16:14:25 UTC","0","","None","","0","No","0","","","","","","","QBO","2023-07-17","1 Green","","Max Rosenberg","2022-07-15","Encoda mentioned they are working on an acquisition right now and would eventually want to bring them into Ordway, but that would be a new project in the future.","Satisfied","","2022-09-15","","","","Renewal","455","","","2022-09-16","Blake recently left and Brian is new (we have met with him a few times).

They are currently sending transactions to QBO but not the revenue JEs and we will discuss this with Brian to make sure they are using the integraiton properly. Some products are set up to rec on invoicing and some with DR and we are waiting on his response for how he wants to handle it. They recently closed the books through Nov 2024 so there might be some follow up on this to get DR/rev and the integration aligned but the customer is happy as of now.","","","","","C-00122","","","","","0.00","0.00","Green","","0.00","","Live - Support"
"C-00123","Lendflow","","business","","","Active","","Default","Net 10","USD","18th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00291","CT-00291","","","","","Yes","No","No","No","No","No","","2025-06-18","3525.00","3375.00","42300.00","40500.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2022-05-31 20:55:59 UTC","2025-07-30 16:14:26 UTC","0","","None","","0","No","0","","","","","","","Netsuite","","1 Green","","Nicholas Caligaris","2022-07-18","Client is open to best practices and ideas and is generally happy so far.","Satisfied","","2023-01-13","","","","Renewal","456","","","2022-10-18","","","","","","C-00123","","","","","0.00","0.00","Green","","0.00","","Live - Support"
"C-00124","TrustLayer","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_NoetMVVfkaPx17","CT-00297","CT-00297","","","","","Yes","No","No","No","No","No","","2025-03-02","3525.00","3525.00","42300.00","42300.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2022-06-23 15:59:55 UTC","2025-07-30 16:14:26 UTC","0","","None","","0","No","0","","","","","","","QBO","2023-08-02","1 Green","","Max Rosenberg","2022-08-01","Subscriptions are mostly set up and we are currently making sure all the data is syncing properly between SFDC and Ordway.","Satisfied","","2023-01-20","","","","Renewal","461","","","2022-11-01","Meeting bi weekly for help with ops","","","","","C-00124","","","","","5000000.00","0.00","Green","","5000000.00","","Live - Support"
"C-00125","Kevel","","business","","","Active","","Default","Net 10","USD","15th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00298","CT-00298","","","","","Yes","No","No","No","No","No","","2024-08-14","5875.00","5000.00","70500.00","60000.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2022-06-23 23:31:07 UTC","2025-07-30 16:14:27 UTC","0","","None","","0","No","0","","","","","","","QBO","2023-11-22","1 Green","","Nicholas Caligaris","2022-08-15","","Satisfied","","2023-01-13","Their goal is to move away and go to sage for all their software stack","","","Renewal","462","","","2022-10-15","","","","","","C-00125","","","","","20000000.00","0.00","Green","","20000000.00","","Potential Churn"
"C-00126","Campspot","-","business","","","Active","","Default","Net 10","USD","15th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00299","CT-00299","","","","","Yes","No","No","No","No","No","","2024-09-15","4400.00","4400.00","52800.00","52800.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2022-06-28 21:49:03 UTC","2025-07-30 16:14:27 UTC","0","","None","","0","No","0","","","","","","","Intacct","2023-12-14","1 Green","","Neil Pritchard","2022-08-15","Project is Live and in Hypercare
Few issues around card connect","Satisfaction Risk","","2022-11-14","Key POC is moving to other role and someone new has come in","","","Renewal","463","","8/28/23 - They were very unhappy and sent a nasty email a few months ago. When we met with them they were very nice and said that support is just slow and not helpful. We offered a monthly call but they said it wasn't necessary and would reach out as needed.","2022-10-16","Working on Tax Integration (Avalara)","","","","","C-00126","","","","","10000000.00","0.00","Green","","10000000.00","","Live - Support"
"C-00127","TransImpact","-","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","78000.00","","Stripe","Stripe","cus_So0NEKMdS4XkIa","CT-00301","CT-00301","","","","","Yes","No","No","No","No","No","","2025-08-02","6500.00","6500.00","78000.00","78000.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2022-06-30 14:09:55 UTC","2025-07-30 16:14:27 UTC","0","","None","2024-09-30","0","No","0","","","","","","","Intacct","2023-11-08","1 Green","","Max Mondelo","2022-09-13","Client Live<br />
Hypercare due to end in month of May.","Satisfied","","2023-03-01","","","","Renewal","465","","","2023-01-01","No issues as of now. They are fully live with all of their business units and things are smooth. Avalara integration went smoothly. We recently helped them with some reporting requirements for commissions (which are really for when credits are applied ot invoices)","","","","","C-00127","","","","","30000000.00","0.00","Green","","30000000.00","","Live - Support"
"C-00128","Planful","","business","","","Active","","Default","Net 45","USD","15th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00302","CT-00302","","","","","Yes","No","No","No","No","No","","2023-07-16","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2022-06-30 14:20:48 UTC","2025-07-30 16:14:28 UTC","0","","","","0","No","0","","","","","","2023-08-31","NetSuite","","4 Red","","Vijay","2022-08-15","","Satisfied","","","Client gave up on project","","","Renewal","466","","","2022-11-26","","","","","","C-00128","","","","","0.00","0.00","Red","","0.00","","Churned before go live"
"C-00129","iamGIS","","business","","","Active","","Default","Net 10","USD","18th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_SZQInFlKQqK3lN","CT-00304","CT-00304","","","","","Yes","No","No","No","No","No","","2025-06-18","1375.00","1375.00","16500.00","16500.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2022-07-08 19:01:40 UTC","2025-07-30 16:14:28 UTC","0","","None","","0","No","0","","","","","","","QBO","","1 Green","","Max Rosenberg","2022-07-11","Project is going very smoothly and all identified use cases have been solutioned.","Satisfied","","2022-09-15","","","","Renewal","471","","","2022-09-16","Don't hear from them much. No open items as of now.","","","","","C-00129","","","","","5000000.00","0.00","Green","","5000000.00","","Live - Support"
"C-00130","Deepgram, Inc.","","business","","","Active","","Default","Net 30","USD","17th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_MMOJxDxcZ71Yv3","CT-00317","CT-00317","","","","","Yes","No","No","No","No","No","","2025-03-18","5875.00","4583.33","70500.00","55000.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2022-09-02 16:58:50 UTC","2025-07-30 16:14:28 UTC","0","Sneha/ Vijay","None","","0","No","0","","","","","","","QBO","2023-12-12","2 Yellow","PRODUCT

https://ordwaylabs.zendesk.com/agent/tickets/17484 - Custom field on usages showing incorrect value in table fix going out 7.3.25","Sneha Paul","2022-10-17","We have solutioned all use cases and have used a number of workflows as well. Currently all data is in sandbox being validated and we will be ready to migrate to production and go live by the end of January.","Satisfied","","2023-02-28","","","","Renewal","484","","","2023-01-14","Have a new use case - Vijay is helping with discussions

Challenges:

1. The way subs are versioned for every change -  Even with a small update on a custom field in the contract, Ordway creates a new version. This makes tracking actual changes very difficult. Their use case calls for updates to Sub objects very often and this increases the historicals on a contract which they feel is unnecessary.

2. The way contracts are marked canceled - They send usages to contracts but when a contract is in Cancelled status (as of a future date) it becomes difficult for them to send in the usages because their code excludes canceled contracts to avoid adding usages to truly canceled contract.

3. $0 invoices - They are concerned that as the $0 invoices increase this will trigger nexus and in certain states which go by transaction volume they will end up qualifying to pay for taxes by the total volume of invoices created even though they are not technically in the bracket 

Revenue issues for Usages - Revenue keeps changing for usage charges, Deepgram to share examples and followed up for the same but nothing shared yet","","","","","C-00130","","","","","0.00","0.00","Green","","0.00","","Live - Support"
